species_no,scientific_name
3830,dendrocitta bayleyi
5593,phrygilus alaudinus
4014,progne dominicensis
5623,pycnonotus xanthorrhous
7656,pachyptila turtur
8425,aethia pygmaea
7815,myophonus horsfieldii
2421,aerodramus bartschi
8888,scythrops novaehollandiae
2922,porphyrolaema porphyrolaema
5175,camaroptera brachyura
3818,reinwardtoena crassirostris
9256,falco concolor
9499,setophaga nigrescens
6615,ploceus xanthops
6022,colinus nigrogularis
935,thripadectes ignobilis
10366,saxicola rubicola
9547,aethia cristatella
1007,melidectes foersteri
5980,pterodroma solandri
3967,metallura eupogon
6582,chlorostilbon canivetii
34,amazilia wagneri
1094,basileuterus trifasciatus
5316,cynanthus sordidus
5352,catharus frantzii
1019,peneothello cyanus
4639,capito hypoleucus
4003,synallaxis subpudica
165,anthropodyptes gilli
7709,spermophaga haematina
625,coracina morio
498,gallirallus philippensis andrewsi
76,bavaripsitta ballmanni
8914,eleothreptus candicans
10391,dendrocopos leucotos
4721,zeledonia coronata
2599,yuhina occipitalis
884,attila citriniventris
521,thripophaga amacurensis
2469,carterornis chrysomela
10168,buteo platypterus
10075,larus smithsonianus
5314,mycerobas icterioides
5936,dendrocincla fuliginosa
2907,montifringilla davidiana
8088,cinnyris afer
3570,cyanolyca mirabilis
9501,leptoptilos dubius
4262,acrocephalus rufescens
8708,speculanas specularis
8529,dryocopus javensis
960,hypsipetes guimarasensis
9060,psittacula exsul
9631,anodorhynchus glaucus
4105,hapalopsittaca melanotis
8651,chondrohierax uncinatus
5728,psittacella brehmii
900,hemitriccus cinnamomeipectus
9701,calamospiza melanocorys
1395,phyllastrephus strepitans
10471,podiceps grisegena
1400,canirallus oculeus
7675,passer moabiticus
1296,coracina temminckii
5153,empidonax affinis
9606,vireo gilvus
10929,atlantic puffin
7568,anthus berthelotii
4212,meliphaga gracilis
10814,neophron percnopterus
778,amazilia distans
2227,notharchus ordii
2036,leptopogon taczanowskii
2641,vanellus superciliosus
5336,hypogramma hypogrammicum
5526,amblyornis macgregoriae
10541,sialia currucoides
3785,ara martinicus
8967,motacilla grandis
5567,galbula dea
6860,notiochelidon pileata
2531,cypseloides rothschildi
8484,pyrrhura lepida
3581,montifringilla taczanowskii
9193,columba guinea
4654,accipiter brachyurus
7693,cyanocorax cyanopogon
6038,psarocolius viridis
9390,cerorhinca monocerata
7249,botaurus pinnatus
5783,thraupis cyanoptera
8211,rissa brevirostris
9546,platycercus caledonicus
4167,cereopsis novaehollandiae grisea
584,turdus olivaceofuscus
526,buettikoferella bivittata
7446,motacilla clara
10277,polytelis anthopeplus
9145,nyctibius aethereus
5644,xiphorhynchus guttatus
9491,anthracothorax mango
6129,cyanolyca pulchra
4763,turdoides gymnogenys
1084,prioniturus waterstradti
6180,amazilia cyanifrons
3624,gallinago stricklandii
6341,melanerpes chrysogenys
5150,bias musicus
3361,batis minor
4127,alopochelidon fucata
2118,fulvetta cinereiceps
3034,snowornis cryptolophus
6376,sakesphorus canadensis
7075,oryzoborus crassirostris
3740,dacnis nigripes
8572,prinia flaviventris
2461,heterospingus rubrifrons
8669,turnix suscitator
7093,bubo cinerascens
8531,toxostoma longirostre
7195,oceanodroma melania
8667,tragopan caboti
8300,leptotila rufaxilla
2915,pachycephala aurea
10132,aethopyga siparaja
7051,elminia longicauda
1432,myioborus cardonai
1002,hypositta perdita
9835,emberiza melanocephala
8478,eophona migratoria
4617,cinclosoma castanotum
95,cruschedula revola
6119,hylocharis eliciae
7570,colaptes rubiginosus
3202,arachnothera juliae
6552,plectrophenax hyperboreus
2849,coenocorypha aucklandica
9984,alcedo cristata
7162,brachyramphus perdix
1414,dryoscopus pringlii
9956,alauda gulgula
9703,todus multicolor
216,pachyornis geranoides
7392,motacilla capensis
10533,pheucticus ludovicianus
260,zosterops splendidus
6342,rhipidura aureola
9091,daption capense
2923,prinia cinereocapilla
547,cisticola rufus
4029,nesocharis capistrata
4099,rhipidura albogularis
6739,erythrogonys cinctus
10279,ficedula parva
10428,guaruba guarouba
5546,aphelocephala leucopsis
5737,amaurornis moluccana
3054,anomalopteryx didiformis
3649,campylorhamphus pusillus
3281,alaemon hamertoni
257,zosterops hypoxanthus
8220,calcarius pictus
5633,oriolus mellianus
2889,automolus rufipileatus
57,hypsipetes moheliensis
10480,ayam bekisar
9204,psittacara mitrata
6181,sternula superciliaris
6479,eriocnemis luciani
234,cercomacroides laeta
9940,lessonia rufa
1668,laniarius ruficeps
6710,dacelo gaudichaud
3599,thamnophilus nigriceps
5443,megalaima henricii
7203,baryphthengus ruficapillus
7411,metallura tyrianthina
5754,ducula galeata
1250,yuhina torqueola
4632,spindalis dominicensis
6949,eupodotis senegalensis
7519,alcedo vintsioides
7787,microhierax erythrogenys
10802,callipepla californica
1709,zosterops anomalus
10576,aquila rapax
1882,drymophila ferruginea
2449,dacnis albiventris
513,hylopezus whittakeri
7972,emberiza cineracea
3479,babax lanceolatus
8908,buteo solitarius
163,nola melanogramma
4586,mesitornis variegatus
10805,aegypius monachus
7925,turtur afer
4446,eudyptes filholi
4188,seicercus grammiceps
5857,pteroptochos tarnii
9065,fulica cristata
1551,herpsilochmus pectoralis
5939,henicorhina leucosticta
641,myrmoborus melanurus
7684,chlorostilbon mellisugus
5569,geokichla wardii
2148,lepidothrix nattereri
885,myiothlypis chrysogaster
5875,goldmania violiceps
7745,cacatua galerita eleonora
1421,hemitriccus josephinae
5473,cyanocorax violaceus
1881,diglossa carbonaria
1965,charadrius forbesi
4743,aramides wolfi
9001,cacicus haemorrhous
5107,margarornis bellulus
10798,aquila heliaca
7936,suiriri suiriri
10290,patagioenas leucocephala
2366,myiophobus phoenicomitra
5042,megacrex inepta
10650,megascops asio
5379,cheramoeca leucosterna
6300,xiphocolaptes promeropirhynchus
1161,lithornis celetius
5278,anairetes reguloides
8497,vireo atricapilla
8633,struthio molybdophanes
2089,gracula  indica
7103,calyptomena whiteheadi
5027,muscisaxicola maclovianus
6728,sturnella defilippii
10889,anas platyrhynchos domesticus
2588,ploceus melanogaster
6516,sporophila falcirostris
812,melidectes fuscus
4612,amytornis dorotheae
2423,psittacella madaraszi
419,dryolimnas augusti
5638,tangara lavinia
8680,amazilia yucatanensis
2987,asthenes sclateri
5291,sitta magna
8100,trichoglossus euteles
10531,elanus caeruleus
8795,batrachostomus moniliger
10353,threskiornis moluccus
6160,cleptornis marchei
8282,serinus syriacus
5683,turnix tanki
457,laniarius amboimensis
2535,antrostomus sericocaudatus
9331,leptotila verreauxi
8061,alectrurus risora
380,macronyx fuellebornii
4455,lonchura spectabilis
3406,garrulax merulinus
2333,cercomacra melanaria
6541,thraupis abbas
6146,semnornis frantzii
4169,sclateria naevia
1816,rhipidura drownei
8235,prinia socialis
10250,monticola saxatilis
1055,coenocorypha barrierensis
413,myophonus castaneus
7662,colibri serrirostris
2037,malimbus coronatus
7987,ptyonoprogne fuligula
7904,puffinus opisthomelas
1515,cryptosylvicola randrianasoloi
4429,poecilodryas superciliosa
9874,locustella luscinioides
10684,cyanopsitta spixii
8327,himatione sanguinea
7374,myzornis pyrrhoura
1295,coracina incerta
4843,spizocorys conirostris
10188,sturnus cineraceus
8968,trogon violaceus
10977,dromaius novaehollandiae
6713,otus jolandae
707,arizelocichla tephrolaema
765,barawertornis tedfordi
268,hypocnemis striata
10628,ixobrychus minutus
8899,spilornis holospilus
4054,chloropsis palawanensis
9854,gallus lafayettii
891,coracina melas
2908,muscicapa gambagae
8887,pitta sordida
6278,cinnyris fuscus
4918,laterallus albigularis
2432,anthoscopus punctifrons
1701,thamnophilus schistaceus
8519,gampsonyx swainsonii
953,andean crested duck
10955,ardea alba
2898,diglossa mystacalis
4381,cryptospiza jacksoni
6613,notiochelidon murina
5384,donacospiza albifrons
3467,ninox rudolfi
4514,aethopyga vigorsii
2800,elminia albonotata
4573,teretistris fernandinae
10133,chaetura pelagica
6792,onychoprion lunatus
757,zosterops uropygialis
9782,polyboroides typus
1388,rhaphidura leucopygialis
9087,psilopsiagon aurifrons
8589,mimus thenca
4805,neoxolmis rufiventris
10834,gymnogyps californianus
309,lichmera notabilis
4376,circus eylesi
9259,rostratula benghalensis
6537,terpsiphone bourbonnensis
5093,alectroenas sganzini
10182,tyrannus tyrannus
2928,sicalis raimondii
8022,sphyrapicus thyroideus
1329,cyanomitra oritis
8260,turdus flavipes
10356,falco pelegrinoides
1487,loriculus flosculus
753,geokichla leucolaema
9616,hippolais polyglotta
4677,attila torridus
848,calamanthus montanellus
3904,anthoscopus minutus
9647,emberiza cioides
8975,tockus deckeni
3723,phyllastrephus flavostriatus
7197,cyornis ruckii
4143,furnarius torridus
8704,mohoua ochrocephala
708,bleda eximius
7008,fulica cornuta
10157,myophonus caeruleus
10062,spizelloides arborea
3478,atlapetes melanocephalus
7234,sporophila collaris
4876,tolmomyias assimilis
1122,myrmotherula surinamensis
8759,melierax metabates
9684,ramphastos tucanus
2176,scytalopus latrans
1958,ninox hypogramma
2245,chlorothraupis stolzmanni
5250,garrulax cinereifrons
9093,zoothera erythronota
9425,cyrtonyx montezumae
1453,psalidoprocne nitens
9973,pteroglossus torquatus
4569,poecilotriccus sylvia
2812,muscisaxicola frontalis
7472,cepphus carbo
6868,spindalis portoricensis
4631,rhyacornis bicolor
10522,amazona ochrocephala
9867,calyptorhynchus lathami
2484,sitta solangiae
314,myrmotherula sclateri
5525,toxostoma cinereum
6343,urocissa whiteheadi
568,myrmotherula klagesi
4313,cercomela  schlegelii
5001,vidua funerea
2560,cercotrichas leucosticta
3932,pteruthius  intermedius
10340,psittacula cyanocephala
2738,ninox burhani
6109,phonygammus keraudrenii
3459,phylloscopus maculipennis
8659,pelagodroma marina
137,trogon ambiguus
2671,grallaricula peruviana
4438,thraupis glaucocolpa
4967,bycanistes albotibialis
9876,thraupis episcopus
2796,batis perkeo
4782,paradoxornis flavirostris
6431,dendrocitta leucogastra
10839,fulica atra
8285,cecropis striolata
110,herpsilochmus stictocephalus
8269,cyornis hainanus
7906,empidonax occidentalis
9681,turdus naumanni
4308,pezopetes capitalis
2240,anabazenops fuscus
3062,pumiliornis tessellatus
8166,platylophus galericulatus
115,stelgidopteryx ridgwayi
1339,ptiloprora perstriata
8133,erythrotriorchis radiatus
1507,turdoides huttoni
3934,ptilocichla leucogrammica
9329,coccyzus erythropthalmus
9173,prinia inornata
1340,rhagologus leucostigma
6625,pterodroma inexpectata
3952,vireo brevipennis
1516,seicercus soror
7712,pyrrhula nipalensis
2253,doliornis remseni
10431,paradisaea apoda
4216,muscisaxicola albilora
9325,corvus moneduloides
2510,rallus indicus
9980,lanius meridionalis
7879,onychoprion aleuticus
6000,pachyramphus castaneus
1041,turdoides tenebrosa
510,geotrygon larva
573,ptiloprora erythropleura
5943,cecropis senegalensis
7871,mino dumontii
1703,turdus maranonicus
1637,syndactyla roraimae
1086,phyllastrephus debilis
8976,thalurania colombica
8142,lichmera indistincta
2793,apalis cinerea
667,scytalopus pachecoi
3811,pterodroma pycrofti
10728,cygnus columbianus
7467,dendrocopos macei
5123,pycnonotus priocephalus
4181,lagonosticta virata
9433,aramides saracura
8564,passer melanurus
10152,calidris pygmaea
9151,ortalis vetula
4010,dinopium shorii
378,hylexetastes brigidai
2715,trichodere cockerelli
9968,porzana parva
9990,crax rubra
2879,phapitreron brunneiceps
3686,calyptophilus tertius
8619,tetraogallus caucasicus
7026,aphantochroa cirrochloris
1696,eleoscytalopus indigoticus
2356,idiopsar brachyurus
9579,zenaida auriculata
4591,euschistospiza cinereovinacea
7913,peale's falcon
9386,dacnis cayana
10318,podilymbus podiceps
9072,milvus aegyptius
6994,lichenostomus virescens
1633,anthus crenatus
444,aerodramus orientalis
643,myrmotherula cherriei
6437,chlamydera cerviniventris
5211,jacamaralcyon tridactyla
7204,euphonia xanthogaster
6658,locustella ochotensis
9408,sporophila bouvreuil
4578,galbalcyrhynchus leucotis
8885,geokichla sibirica
10421,tringa erythropus
2602,lybius chaplini
2666,dicaeum erythrothorax
6549,ammodramus maritimus mirabilis
8911,gallinago paraguaiae
9248,phylloscopus proregulus
2792,anabacerthia amaurotis
2933,troglodytes monticola
75,prophaethon shrubsolei
2995,cyanolyca pumilo
4075,asthenes perijana
9952,tragopan satyra
9774,chroicocephalus novaehollandiae
175,orthotomus chloronotus
6170,xiphorhynchus erythropygius
6304,mirafra assamica
8068,boissonneaua flavescens
2109,touit purpuratus
3444,chaetura brachyura
1526,criniger chloronotus
10957,ciconia ciconia
152,myzomela sclateri
5345,melanerpes chrysauchen
2830,thlypopsis pectoralis
6294,cymbilaimus lineatus
2828,tchagra minutus
5586,glaucidium jardinii
8481,dicrurus aeneus
2388,thripadectes holostictus
8197,pyrilia aurantiocephala
4868,philydor rufum
5709,thraupis cyanocephala
4678,campylorhynchus chiapensis
518,myrmeciza zeledonia
6249,sitta krueperi
4783,crithagra leucopterus
577,scytalopus novacapitalis
453,herpsilochmus sticturus
5096,porphyrio flavirostris
8850,irediparra gallinacea
3643,uromyias agilis
10208,linaria flavirostris
9222,pucrasia macrolopha
10648,alca torda
8685,estrilda caerulescens
6134,oenanthe xanthoprymna
5724,synthliboramphus craveri
2130,coracornis raveni
10654,serinus serinus
4997,prunella fulvescens
2209,rhipidura samarensis
2932,cantorchilus superciliaris
5726,ficedula subrubra
10102,eumomota superciliosa
6539,pachydyptes ponderosus
957,apus cooki
2081,phylloscopus occisinensis
8233,anas diazi
1878,cyornis herioti
8880,ciconia maguari
10072,hylocichla mustelina
9921,sayornis nigricans
4170,geothlypis beldingi
8852,passerina leclancherii
9268,onychorhynchus mexicanus
9625,setophaga citrina
2283,poecilodryas albonotata
10739,anas penelope
10696,uria aalge
7758,gerygone igata
1380,xanthomixis apperti
9927,haematopus bachmani
6724,mimus trifasciatus
9161,merops viridis
978,ptilinopus richardsii
8470,geranospiza caerulescens
6255,ptilinopus cinctus
507,proardea amissa
1993,alcippe brunnea
1745,caprimulgus concretus
5894,celeus lugubris
3895,ducula oceanica
4100,erythropitta ussheri
8636,melanocorypha mongolica
5423,leucosticte brandti
8169,crax globulosa
6942,phytotoma rara
3945,leucocarbo nivalis
1164,turdus xanthorhynchus
6674,buteo albigula
7908,fulica alai
7213,dendroica coronata auduboni
3523,galbula chalcothorax
9900,tauraco erythrolophus
9201,vermivora cyanoptera
294,eremomela flavicrissalis
8084,smicrornis brevirostris
4884,phalacrocorax verrucosus
4151,melanospiza richardsoni
6089,nystalus maculatus
1893,hypocnemis hypoxantha
7515,daphoenositta chrysoptera
6439,ducula whartoni
7916,lophura erythrophthalma
9781,strix woodfordii
9891,icterus cucullatus
9358,vidua paradisaea
2884,aleadryas rufinucha
10423,turdus torquatus
8371,melanodryas cucullata
10779,icterus galbula
1815,ptiloprora plumbea
9583,poecile gambeli
6312,oxyruncus cristatus
6915,todus subulatus
4215,muscicapa comitata
3221,meliphaga mimikae
1109,lalage leucopygialis
5309,lagonosticta rufopicta
10243,grus rubicunda
4568,purnella albifrons
1754,aplonis cinerascens
4201,crocias langbianis
9407,astrapia mayeri
2896,dicaeum nehrkorni
6763,sigelus silens
9343,phainopepla nitens
7440,horornis borealis
1733,crypturellus brevirostris
6045,threnetes ruckeri
6041,stactolaema olivacea
5455,pternistis swainsonii
9462,drepanis coccinea
3247,indicator pumilio
10088,grus vipio
588,cinnyris ludovicensis
3171,otus beccarii
8009,ptilinopus melanospilus
5812,anthus correndera
7917,psittacara finschi
6224,crithagra reichenowi
8259,northiella haematogaster
614,nyctiprogne vielliardi
3704,nothoprocta taczanowskii
1241,terenura sicki
992,cranioleuca demissa
6590,myiarchus magnirostris
10717,corvus brachyrhynchos
6237,basileuterus hypoleucus
5834,prinia maculosa
10478,phalacrocorax aristotelis
8889,procnias averano
5429,charadrius modestus
2142,hylopezus fulviventris
2385,sclerurus albigularis
6140,melanerpes radiolatus
10434,circus macrourus
4946,oceanodroma hornbyi
756,zosterops kuehni
7679,procellaria aequinoctialis
2395,pteroglossus mariae
3303,myiothlypis cinereicollis
3985,arremon schlegeli
6884,tanysiptera galatea
3899,rhinopomastus minor
1181,phylloscopus subviridis
2237,laterallus tuerosi
3664,melidectes princeps
3005,geositta antarctica
5237,lepidocolaptes lacrymiger
9539,phalacrocorax atriceps
2244,atlapetes fuscoolivaceus
33,caprimulgus phalaena
9637,francolinus pondicerianus
6139,indicator variegatus
5010,tolmomyias flaviventris
2311,mundia elpenor
2703,sakesphorus luctuosus
6881,pycnonotus finlaysoni
3912,dicaeum aureolimbatum
8065,stelgidopteryx ruficollis
2408,cyanoramphus ulietanus
7299,myiozetetes cayanensis
10074,phalaropus fulicarius
346,pachyanas chathamica
7907,crithagra sulphuratus
6944,orthotomus sericeus
296,megalurulus rubiginosus
9812,polioptila caerulea
3309,clytoctantes atrogularis
9554,anthus rubescens
7659,pachyptila desolata
8256,chalcoparia singalensis
3655,foudia omissa
3824,cinclodes taczanowskii
4961,campylopterus villaviscensio
9656,amazona vinacea
5566,necropsittacus borbonicus
10691,falco biarmicus
2532,nonnula brunnea
10486,histrionicus histrionicus
1798,oedistoma pygmaeum
5734,glaucidium sanchezi
9833,grus nigricollis
991,coracina personata
7494,chiroxiphia pareola
560,myiagra hebetior
8715,emberiza elegans
799,contopus nigrescens
491,terpsiphone rufocinerea
4506,megalaima armillaris
9430,oriolus kundoo
10007,anodorhynchus leari
7095,ramphocelus costaricensis
9776,icterus jamacaii
10342,pycnonotus zeylanicus
7081,phylidonyris niger
9479,columbina inca
1501,thamnolaea coronata
5506,gactornis enarratus
7800,ramphastos brevis
5697,pterodroma leucoptera
9168,xolmis irupero
8960,stephanophorus diadematus
10930,falco tinnunculus
1596,coenocorypha huegeli
2785,cercomacra nigricans
5262,urochroa bougueri
6843,passer iagoensis
3805,seicercus castaniceps
2315,melaenornis annamarulae
7812,surniculus lugubris
10216,himantopus mexicanus
4701,pheugopedius felix
6349,empidonax flavescens
4503,sporophila nigrorufa
576,asthenes griseomurina
10348,otus bakkamoena
1144,troglodytes rufulus
1920,rhipidura lepida
4155,prinia crinigera
3814,onychognathus fulgidus
9029,psittacula longicauda
1032,synallaxis albigularis
4791,phapitreron amethystinus
2057,asthenes vilcabambae
8367,sericulus aureus
6436,aerodramus salangana
8015,graydidascalus brachyurus
10104,antrostomus vociferus
4278,anthus caffer
7359,emberiza capensis
5069,trochocercus cyanomelas
825,platysteira chalybea
372,porzana nigra
9493,hieraaetus morphnoides
7123,recurvirostra novaehollandiae
8386,thalassoica antarctica
8311,pezoporus wallicus
1802,philemon cockerelli
7955,campephilus robustus
1457,rhynchocyclus pacificus
1597,cisticola cinnamomeus
10439,leiothrix lutea
4449,junco hyemalis aikeni
3306,chamaeza nobilis
4296,oriolus tenuirostris
8113,tauraco hartlaubi
2359,lanius souzae
4641,celeus spectabilis
3373,acrocephalus aequinoctialis
6570,turdoides bicolor
3502,myiarchus semirufus
8821,hamirostra melanosternon
85,prioniturus mindorensis
8752,chordeiles acutipennis
9496,cuculus micropterus
7768,cacatua pastinator
133,ficedula riedeli
3215,hirundo angolensis
7053,gymnoderus foetidus
8435,artemisiospiza belli
8245,neodrepanis hypoxantha
10523,prosthemadera novaeseelandiae
397,ptilocichla mindanensis
6028,trugon terrestris
5004,galbula albirostris
3251,corvus edithae
5629,garrulax monileger
9313,ptiloris victoriae
5116,synallaxis spixi
2453,erythrocercus holochlorus
7331,sylvia mystacea
10436,sylvia communis
1208,dryoscopus angolensis
2220,bathmocercus rufus
2902,lanius newtoni
5639,campethera notata
5178,peltohyas australis
3513,tangara rufigula
6216,zosterops flavus
8559,luscinia sibilans
5915,psittaculirostris desmarestii
10702,dacelo novaeguineae
1980,phyllastrephus albigularis
5599,garrulax bicolor
9440,boissonneaua jardini
10832,sula nebouxii
2087,scytalopus gettyae
9035,indicator indicator
10451,pica hudsonia
10173,tympanuchus cupido
4959,carpodacus pulcherrimus
7508,accipiter poliogaster
10452,butorides striata
3604,zoothera marginata
2569,lophotriccus galeatus
9354,mergus squamatus
4366,amaurornis magnirostris
9177,spizella pallida
4596,carpodacus subhimachalus
504,phaethornis aethopygus
1325,nephelomyias ochraceiventris
9006,seleucidis melanoleucus
7485,fulica armillata
10534,dicrurus macrocercus
1877,conirostrum leucogenys
10281,sylvia melanocephala
5925,haematoderus militaris
4858,lichenostomus fasciogularis
10337,gallinago media
1334,pipreola lubomirskii
6534,pitta steerii
1355,picumnus pygmaeus
4879,celeus torquatus
1406,artamus monachus
5391,ochthoeca cinnamomeiventris
5820,cyanistes flavipectus
9387,poecile rufescens
3800,campylopterus hyperythrus
2931,pheugopedius mystacalis
1449,ploceus temporalis
1727,dinopium everetti
7487,icterus auratus
4237,picumnus granadensis
3996,turdus eremita
7406,lophopsittacus mauritianus
10283,sturnella neglecta
8334,lerwa lerwa
8250,polyplectron chalcurum
9073,falco longipennis
8127,euphonia cyanocephala
9186,amazona pretrei
833,oedistoma iliolophus
6514,paramythia montium
901,herpsilochmus pileatus
4588,chrysocolaptes stricklandi
341,scepomycter rubehoensis
1214,malacopteron palawanense
6830,pyrrhula aurantiaca
1259,emberiza vincenti
8389,pachycephala tenebrosa
8270,treron bicinctus
357,horornis brunnescens
7897,charadrius placidus
3548,phapitreron cinereiceps
881,cercomacroides serva
8511,pardirallus sanguinolentus
9853,crossoptilon auritum
6848,sylvia lugens
1003,lalage aurea
4869,piranga roseogularis
10259,thalasseus maximus
10890,anser anser domesticus & anser cygnoides
8719,phaethornis guy
9928,cyanistes cyanus
2260,garrulax maximus
3635,ptilinopus hyogastrus
9112,pericrocotus divaricatus
7035,myiagra cyanoleuca
5612,estrilda atricapilla
5908,amazilia viridigaster
10764,agapornis personatus
6491,piculus flavigula
3336,cinnyris chloropygia
9003,baeolophus atricristatus
5417,estrilda thomensis
1731,aplonis corvina
5585,pycnonotus cyaniventris
6808,surniculus dicruroides
1500,arremon perijanus
1973,locustella seebohmi
7751,acrocephalus bistrigiceps
5320,megapodius affinis
2153,myiopagis flavivertex
7344,patagioenas plumbea
1194,ptilinopus chalcurus
10258,calidris ferruginea
917,nesospiza acunhae
5490,hemignathus ellisianus
7620,ficedula nigrorufa
6589,malurus pulcherrimus
10810,pharomachrus mocinno
1360,megalurus macrurus
8695,calidris ptilocnemis
9412,tinamus solitarius
10158,falcipennis canadensis
9516,icterus bullockii
3757,oriolus szalayi
5179,porphyrio albus
2682,microcerculus bambla
904,laniarius poensis
792,apus bradfieldi
3139,gymnobucco bonapartei
2154,myiophobus flavicans
2434,apalis pulchra
2817,pachycephala schlegelii
2802,gerygone chrysogaster
7896,harpagus bidentatus
7143,zosterops natalis
1025,platysteira jamesoni
2594,swynnertonia swynnertoni
9311,oceanites oceanicus
721,grallaria blakei
6217,picumnus cirratus
10292,piranga ludoviciana
1518,tesia everetti
4078,todirostrum poliocephalum
10610,aegolius acadicus
1728,batrachostomus chaseni
5394,pericrocotus roseus
9508,campephilus magellanicus
4863,anthipes solitaris
4267,batrachostomus mixtus
9788,calyptorhynchus latirostris
4358,oriolus steerii
5252,atlapetes blancae
2608,corvus cornix capellanus
6714,icterus oberi
7155,pnoepyga pusilla
109,aerodramus nuditarsus
3859,urothraupis stolzmanni
2750,dicrurus lophorinus
7193,pelecanoides urinatrix
1262,tachybaptus tricolor
6280,hemicircus sordidus
8105,anas smithii
8219,laniarius barbarus
10528,buteo rufinus
335,patagornis marshi
463,myiagra ferrocyanea
158,zosterops kulambangrae
2905,chenorhamphus grayi
6787,stephanoaetus mahery
4974,aegotheles albertisi
10743,haliaeetus vocifer
2102,aerodramus elaphrus
4048,anairetes flavirostris
5279,anthus lutescens
10623,progne subis
10051,copsychus sechellarum
6611,dives atroviolaceus
5809,actenoides hombroni
7677,cacomantis variolosus
2890,calamonastes fasciolatus
9878,oenanthe isabellina
2945,conothraupis speculigera
9133,haematopus longirostris
10919,asio otus
6989,prinia polychroa
2090,amytornis textilis
4199,biatas nigropectus
6215,phoenicircus nigricollis
1211,hemitriccus griseipectus
9252,lamprotornis purpureus
8329,eulampis holosericeus
1082,nyctiphrynus rosenbergi
6265,ardeola rufiventris
1305,garrulax sukatschewi
4515,tephrodornis sylvicola
9993,pipilo erythrophthalmus
5511,basileuterus ignotus
10552,neopsephotus bourkii
3866,picumnus aurifrons
7235,turdus assimilis
8957,malurus leucopterus
7187,aethopyga flagrans
7848,arundinicola leucocephala
7643,copsychus cebuensis
1650,dicaeum nigrilore
8743,garrulax chinensis
6803,campephilus leucopogon
9115,cardellina rubrifrons
5807,pachyptila belcheri
7296,chlamydera guttata
3988,euplectes hartlaubi
1489,zosterops somadikartai
2547,nesoclopeus poecilopterus
6960,melaenornis pammelaina
3223,chalcomitra balfouri
9439,musophaga violacea
10147,acanthis hornemanni
3535,crypturellus kerriae
4236,campethera caroli
2732,merulaxis ater
4171,pterodroma axillaris
8995,malurus coronatus
10338,cyanocitta stelleri
8798,phalacrocorax penicillatus
10850,sagittarius serpentarius
3143,pogoniulus leucomystax
5646,tityra cayana
3593,rhinomyias additus
10114,dendrocygna bicolor
3043,brachygalba salmoni
73,pachyplichas jagmi
239,horizorhinus dohrni
10967,aptenodytes forsteri
4948,horornis fortipes
6263,phyllergates cuculatus
1679,anabathmis reichenbachii
5822,phrygilus plebejus
1317,lipaugus uropygialis
10392,spilopelia senegalensis
10629,aquila pennatus
9530,ocreatus underwoodii
4030,paludipasser locustella
5712,accipiter toussenelii
206,woodfordia lacertosa
2841,gymnobucco calvus
2737,tyrannopsis sulphurea
7174,turdus poliocephalus
7602,parus xanthogenys
3428,nyctanassa carcinocatactes
914,anabathmis newtonii
1313,pachysylvia semibrunnea
615,centropus bernsteini
1382,crithagra melanochrous
10437,aerodramus fuciphagus
3100,dicrurus andamanensis
7156,tangara vassorii
9296,branta bernicla nigricans
7089,lanius sphenocercus
2782,ducula lacernulata
5991,circaetus fasciolatus
1610,locustella caudatus
6378,toxostoma lecontei
4425,parophasma galinieri
2329,centropus unirufus
7062,pycnonotus xantholaemus
4103,circus spilothorax
3049,mergus australis
9281,crypturellus parvirostris
8112,merops bullocki
9694,rhodonessa caryophyllacea
168,columba thiriouxi
2951,cinclosoma marginatum
8464,rhyticeros plicatus
3443,pachyornis elephantopus
9046,pericrocotus speciosus
8645,emberiza fucata
7491,zosterops senegalensis
5535,pseudastur occidentalis
7560,pyrrhura hoffmanni
8725,pterocles namaqua
3564,coracornis sanghirensis
1006,mecocerculus calopterus
2612,archboldia sanfordi
4095,archboldia papuensis
4085,hierococcyx pectoralis
3325,heinrichia calligyna
6323,phalcoboenus albogularis
9237,acrocephalus melanopogon
4971,enodes erythrophris
8318,apus caffer
1575,rukia longirostra
87,synallaxis maranonica
996,formicivora iheringi
467,myzomela lafargei
9102,corvus ruficollis
210,chloridops regiskongi
2274,myzomela rubratra
9467,phalaropus tricolor
8749,anas wyvilliana
3844,oreocharis arfaki
7007,streptocitta albicollis
1140,tangara phillipsi
7368,llallawavis scagliai
4938,zosterops chloris
1272,mirafra williamsi
986,cisticola nigriloris
8460,dromaius ater
5889,myadestes unicolor
10876,anser anser
10860,bubulcus ibis
7281,tyrannus caudifasciatus
9218,camptorhynchus labradorius
1532,poeoptera kenricki
8919,polyplectron germaini
4011,picumnus dorbignyanus
3248,picumnus albosquamatus
6618,pellorneum tickelli
7767,junco phaeonotus
55,pelecanus tirarensis
7501,phylloscopus borealoides
5745,lepidocolaptes angustirostris
6855,embernagra platensis
3197,rallus madagascariensis
7980,carduelis corsicana
9827,ardea cocoi
113,ploceus preussi
370,aerodramus papuensis
7436,hypargos margaritatus
5401,aulacorhynchus huallagae
1508,troglodytes cobbi
1651,dicrurus aldabranus
7530,otus rutilus
5539,glaucidium peruanum
4417,gerygone levigaster
5459,phyllastrephus terrestris
5521,scytalopus robbinsi
7609,aulacorhynchus derbianus
