species_no,scientific_name
2960,gallinago jamesoni
10315,lanius bucephalus
862,carpodacus stoliczkae
10012,ploceus cucullatus
9757,tockus leucomelas
5139,charmosyna palmarum
10384,hydrocoloeus minutus
5519,picumnus olivaceus
2172,platyrinchus leucoryphus
10538,podiceps auritus
9249,serinus pusillus
10500,stercorarius skua
7306,cypsiurus balasiensis
7564,cacomantis pallidus
10655,tadorna tadorna
3645,arachnothera clarae
3110,muscisaxicola capistratus
10251,falco mexicanus
6766,theristicus caerulescens
9850,icteria virens
2824,sicalis taczanowskii
2088,graminicola striatus
4988,garrulax delesserti
4370,lampornis cinereicauda
2241,anthus pallidiventris
4969,iole propinqua
9879,strix occidentalis caurina
2975,aegotheles bennettii
6745,notharchus hyperrhynchus
10180,saltator maximus
10285,picoides villosus
9489,psittacula columboides
2327,notharchus swainsoni
10927,aptenodytes patagonicus
8171,mandingoa nitidula
80,platysteira hormophora
5945,pytilia afra
4153,phyllomyias burmeisteri
7714,charmosyna placentis
2480,ramphotrigon ruficauda
9378,tyrannus dominicensis
8673,terpsiphone mutata
3115,parus griseiventris
860,robsonius thompsoni
4316,amazilia viridifrons
10237,icterus icterus
5749,mesopicos griseocephalus
7462,momotus mexicanus
6151,chaetocercus heliodor
9906,zosterops palpebrosus
4669,ducula pacifica
9339,busarellus nigricollis
10961,serinus canaria
10363,larus crassirostris
2003,chamaeza meruloides
4712,xenoperdix udzungwensis
5495,dendropicos dorae
9336,francolinus pintadeanus
6935,trichoglossus weberi
5031,agraphospiza rubescens
1177,nesillas brevicaudata
10036,paradisaea raggiana
1910,philydor fuscipenne
1593,norfolk golden whistler
2184,vireo masteri
10296,sitta canadensis
7148,rhipidura nigritorquis
3050,rhipidura dryas
10519,aythya valisineria
1896,knipolegus signatus
1029,scytalopus micropterus
10064,uraeginthus bengalus
9375,phalacrocorax pelagicus
6861,tangara vitriolina
1808,pipreola intermedia
1952,trichocichla rufa
4080,turdoides fulva
6321,topaza pyra
3497,leptasthenura setaria
3114,oriolus monacha
3411,hemitriccus furcatus
8374,corvus cryptoleucus
143,chlorocichla falkensteini
967,melaenornis brunneus
1423,herpsilochmus roraimae
7527,syma torotoro
553,gerygone dorsalis
7741,eupsittula nana
3858,tachyphonus surinamus
1838,fair isle wren
238,hemitriccus inornatus
7739,phalacrocorax perspicillatus
4613,bradornis pallidus
6122,acropternis orthonyx
7920,ilicura militaris
2210,megalurus rufescens
686,colaptes aeruginosus
1671,lophozosterops dohertyi
4086,rhynchostruthus socotranus
2353,ficedula crypta
10578,monticola solitarius
4889,parus leucomelas
7463,lipaugus vociferans
8605,eurylaimus ochromalus
3684,prodotiscus zambesiae
9592,campylopterus hemileucurus
6591,napothera brevicaudata
7970,turdus plumbeus
666,zosterops mysorensis
6382,ortygospiza fuscocrissa
6798,metriopelia ceciliae
2271,malacocincla cinereiceps
1841,mascarenotus murivorus
9323,penelope obscura
928,scytalopus femoralis
5921,tauraco bannermani
9018,threskiornis spinicollis
9123,tyto longimembris
5251,hypergerus atriceps
8675,urocolius macrourus
1322,muscicapa cassini
1842,megascops centralis
499,puffinus olsoni
8339,turdus dissimilis
5656,carpodacus rhodochlamys
5410,ptyonoprogne concolor
772,jabouilleia naungmungensis
2977,gallicolumba kubaryi
939,prodotiscus insignis
1613,artisornis metopias
6782,zosterops erythropleurus
2615,sporophila beltoni
2545,todiramphus enigma
4781,humblotia flavirostris
7224,rollandia microptera
7250,lepidopyga lilliae
1919,rhinomyias ruficauda
9030,cuculus saturatus
4422,cinnyris reichenowi
1559,melanocharis striativentris
3660,lipaugus fuscocinereus
6192,xiphorhynchus flavigaster
4356,myiotheretes striaticollis
1704,microxenops milleri
7817,glossopsitta pusilla
3629,odontophorus melanotis
9113,saxicoloides fulicatus
184,phylloscopus makirensis
37,philemon meyeri
4284,coracina maxima
10023,passerina amoena
826,poecilotriccus pulchellus
5733,spizixos canifrons
3954,icterus dominicensis
10067,crithagra mozambicus
2825,sitta oenochlamys
6898,agelastes niger
7373,mimus gundlachii
3568,cranioleuca albicapilla
626,dicaeum tristrami
6595,puffinus newelli
5842,charadrius pallidus
6870,chrysothlypis chrysomelas
4312,tyto pollens
6515,piranga leucoptera
5049,chlorophonia pyrrhophrys
1213,illadopsis albipectus
10869,podiceps cristatus
3708,saltator albicollis
8344,todus todus
699,cercomacroides fuscicauda
1205,cranioleuca antisiensis
4518,coccyzus rufigularis
4604,cataponera turdoides
8989,geothlypis formosa
969,viridonia sagittirostris
8038,turdus albicollis
7750,anthracoceros marchei
6161,lanius excubitoroides
10945,ardea herodias
9858,dicrurus paradiseus
6633,locustella luteoventris
2083,ploceus megarhynchus
8457,caracara lutosa
2364,myiobius villosus
1506,aegotheles affinis
10741,luscinia svecica
6642,myadestes myadestinus
4645,porphyrio mantelli
5152,drymophila squamata
8906,cymbirhynchus macrorhynchos
10106,poephila acuticauda
9469,otus megalotis
9857,cereopsis novaehollandiae
10217,cuculus poliocephalus
10669,dryobates pubescens
3441,veniliornis nigriceps
10545,pluvialis apricaria
7548,icterus pustulatus
119,telmatornis priscus
1582,xenopirostris xenopirostris
7178,strepera versicolor
3064,zosterops modestus
5084,carpodacus puniceus
7448,progne tapera
9823,chen canagica
5687,arborophila mandellii
10063,pycnonotus cafer
10462,tetrax tetrax
2275,namibornis herero
10068,macrocephalon maleo
139,loxia curvirostra pusilla
1142,thripophaga berlepschi
9320,tockus erythrorhynchus
7538,peucaea aestivalis
4633,stachyris maculata
1982,poeoptera lugubris
9793,volatinia jacarina
7229,ptilostomus afer
6002,schistochlamys melanopis
3332,monarcha takatsukasae
8419,ficedula albicilla
6456,calyptura cristata
5781,pseudoseisura lophotes
2658,alcippe cinerea
8254,circus buffoni
9841,spiza americana
9291,cardellina pusilla
10351,phylloscopus sibilatrix
7383,pyrilia haematotis
4436,tangara callophrys
6259,myadestes obscurus
3222,muscicapa aquatica
5368,chlorostilbon olivaresi
9131,trogon curucui
10672,anser albifrons
3679,turdoides sharpei
9002,turdus chrysolaus
3958,nothocercus julius
3796,oreostruthus fuliginosus
2384,asthenes palpebralis
2513,scolopax rochussenii
10499,thryothorus ludovicianus
7856,fulica gigantea
7325,sylvia sarda
4487,geositta rufipennis
3340,piprites chloris
8971,cinclus pallasii
10591,mergellus albellus
6780,chlorophonia occipitalis
4457,touit melanonotus
1285,certhiaxis mustelinus
8232,zenaida graysoni
6273,gallinula angulata
7223,sicalis auriventris
10045,puffinus puffinus
10856,falco sparverius
10207,buphagus erythrorhynchus
4824,sericulus bakeri
8682,laniarius atrococcineus
9924,mesophoyx intermedia
2722,upucerthia albigula
8801,sterna aurantia
8093,trichoglossus ornatus
4066,muscisaxicola juninensis
9587,ducula bicolor
775,otus mauli
9258,cyanistes teneriffae
4255,tockus bradfieldi
6007,megalaima chrysopogon
8926,perdicula asiatica
949,corvus insularis
842,christmas thrush
2675,incaspiza laeta
700,ninox jacquinoti
4859,cracticus cassicus
9036,antilophia galeata
624,contopus albogularis
3129,synallaxis kollari
4253,circus macrosceles
4675,amytornis housei
7453,turdus celaenops
7068,phaethornis idaliae
7552,microhierax latifrons
5418,lonchura flaviprymna
6754,garrulax courtoisi
3888,accipiter erythropus
8863,geospiza conirostris
5038,bucco tamatia
2126,chamaeza mollissima
2693,philemon brassi
730,muscicapa epulata
652,pseudobias wardi
5347,synallaxis albescens
6706,gracula ptilogenys
4116,pycnonotus melanoleucos
746,scytalopus atratus
5668,grallaria guatimalensis
1901,microbates collaris
3000,doliornis sclateri
4734,touit surdus
7504,elvira cupreiceps
9590,petroica rodinogaster
8465,lamprotornis hildebrandti
3841,mitrospingus cassinii
6145,setophaga angelae
9843,anas undulata
6965,buteo ventralis
9446,bostrychia hagedash
4272,halcyon badia
5665,amaurornis olivacea
6758,turdus rubrocanus
8055,myiarchus tuberculifer
1196,anthus longicaudatus
2720,tylas eduardi
8893,phalacrocorax capillatus
9342,tigrisoma mexicanum
3426,pseudoalcippe abyssinica
142,mirafra degodiensis
7655,elaenia flavogaster
8982,aceros corrugatus
681,pomatorhinus gravivox
5060,myadestes ralloides
10139,deroptyus accipitrinus
3252,telophorus nigrifrons
6164,phleocryptes melanops
7853,gallinago megala
7909,circaetus cinerascens
1077,thamnornis chloropetoides
7183,amazilia amabilis
9513,calocitta formosa
619,aegotheles wallacii
6711,veniliornis lignarius
7078,tangara heinei
10284,parus varius
5878,cercibis oxycerca
5886,ochetorhynchus melanurus
9184,nucifraga columbiana
312,malaconotus monteiri
118,songzia heidangkouensis
7362,brachypteryx leucophrys
6556,nestor productus
2138,ficedula timorensis
2537,chrysococcyx russatus
10403,dumetella carolinensis
3440,indicator meliphilus
8687,rynchops flavirostris
9144,charadrius asiaticus
2692,pachyramphus minor
456,hylopezus ochroleucus
4973,cephalopyrus flammiceps
8614,coturnicops noveboracensis
28,thambetochen chauliodous
1933,pheugopedius sclateri
7831,trogon chionurus
9773,thraupis palmarum
5601,alauda razae
3267,anopetia gounellei
1669,lepidothrix suavissima
8948,bycanistes brevis
10962,parus major
10830,archilochus colubris
9877,setophaga magnolia
7631,podiceps occipitalis
2009,coracina leucopygia
2141,hemispingus reyi
3255,amazilia alticola
1073,acrocephalus syrinx
3450,crypturellus casiquiare
2264,hypocryptadius cinnamomeus
6760,anorrhinus tickelli
1914,prinia bairdii
441,bernieria cinereiceps
7176,geopelia maugei
5338,microcerculus marginatus
10006,cinnyris asiaticus
3986,cyornis superbus
6573,blood's bird of paradise
10666,baeolophus bicolor
629,lichmera deningeri
8844,phalacrocorax fuscicollis
10323,perisoreus canadensis
10771,caprimulgus europaeus
2070,vireo nanus
10864,ramphastos toco
9967,ardea goliath
4646,turdoides subrufa
6292,phaenicophaeus cumingi
5008,aiolornis incredibilis
7320,oreoica gutturalis
7711,columba torringtoniae
9315,neophema elegans
1646,cossypha archeri
8174,melanerpes flavifrons
7918,electron platyrhynchum
9178,onychorhynchus occidentalis
8615,cercomela fusca
10234,pionites melanocephalus
1775,geositta crassirostris
5793,estrilda paludicola
7534,quiscalus lugubris
3291,metriopelia morenoi
1101,coracina longicauda
9613,butastur indicus
7283,patagioenas corensis
8031,myiomela major
5170,sind sparrow
8500,eubucco bourcierii
6459,suthora nipalensis
7171,megascops sanctaecatarinae
470,ochthoeca pulchella
8843,ploceus capensis
3587,phaenicophilus poliocephalus
7901,galloperdix bicalcarata
1015,oriolus bouroensis
1072,talegalla jobiensis
851,sphenocichla roberti
9415,bartramia longicauda
10310,mycteria leucocephala
8028,priotelus roseigaster
10236,cyanocorax yncas
2029,hylopezus auricularis
4063,knipolegus cyanirostris
7017,melanerpes pulcher
4131,conopophaga aurita
9576,amblyornis inornata
442,bradypterus castaneus
4907,malacoptila mystacalis
1172,hierococcyx hyperythrus
10560,ficedula hypoleuca
3521,campethera mombassica
6177,phaenicophaeus leschenaultii
10698,rhea americana
1155,shetland wren
5575,crithagra symonsi
10898,aegithalos caudatus
3148,loriculus camiguinensis
10468,larus delawarensis
2460,hemitriccus orbitatus
135,ciconia louisebolesae
530,macrosphenus pulitzeri
4707,hypocnemis cantator
10,zhylgaia aestiflua
4345,lichenostomus frenatus
1640,batis senegalensis
5659,penelope ochrogaster
3787,lamprospiza melanoleuca
9111,eophona personata
5036,accipiter castanilius
7903,agelastes meleagrides
702,macrosphenus concolor
7433,pipile pipile
7923,emberiza pallasi
7935,chrysomus icterocephalus
5497,columba jouyi
6488,ploceus jacksoni
4321,phaethornis squalidus
1564,myzomela erythromelas
8004,euphonia laniirostris
9234,eupsittula cactorum
7046,coeligena prunellei
1115,monachella muelleriana
2554,cnemarchus erythropygius
7518,macropygia ruficeps
10377,cyanoliseus patagonus
7702,locustella fasciolata
3288,nesofregetta fuliginosa
8868,artamus leucorynchus
2295,vireolanius eximius
9529,eudyptes moseleyi
4218,cinnyris solaris
535,apus batesi
10959,corvus corax
725,lophozosterops pinaiae
6903,aethopyga christinae
7038,pycnonotus melanicterus
2815,oncostoma olivaceum
10677,geopelia cuneata
7253,oenanthe lugens
8985,micronisus gabar
10204,hypsipetes amaurotis
5476,anthipes monileger
10082,gygis alba
1780,hylophilus thoracicus
7830,tachyeres pteneres
1437,myrmotherula snowi
1926,siptornis striaticollis
4860,dicaeum chrysorrheum
6080,amazilia brevirostris
6220,pinaroloxias inornata
2765,arborophila cambodiana
8952,podiceps gallardoi
4754,iodopleura pipra
1788,monarcha godeffroyi
2844,eremophila macdonnellii
5131,magumma parva
2885,anthus sylvanus
8963,charadrius montanus
2713,tijuca condita
5509,arses kaupi
6750,treron formosae
6764,picus chlorolophus
5230,phaenicophaeus diardi
6858,manacus vitellinus
495,onychognathus neumanni
4723,chlorodrepanis flava
4256,chenonetta finschi
1985,cercomacra manu
5398,sclerurus mexicanus
7275,rhodopechys sanguineus
1204,cranioleuca albiceps
8451,crypturellus undulatus
2941,tyto robusta
3691,pseudocolaptes lawrencii
4966,mirafra rufocinnamomea
6544,atelornis pittoides
10899,streptopelia turtur
8755,melospiza lincolnii
5111,prinia superciliaris
10124,corvus albus
5617,heliangelus micraster
6059,penelopides manillae
738,cinnyris batesi
10847,spinus tristis
4342,myiomela diana
3715,mirafra rufa
3045,veniliornis frontalis
6802,turdus libonyana
5359,pachycephala olivacea
6817,cotinga maynana
1915,schistolais leucopogon
1545,coracina dispar
5662,chersomanes albofasciata
10719,spheniscus magellanicus
2935,indicator exilis
10069,corvus culminatus
3315,emberiza affinis
6354,eulipoa wallacei
4243,oceanodroma macrodactyla
9844,anthracoceros albirostris
8040,lycocorax pyrrhopterus
5976,lybius melanopterus
6335,pipreola riefferii
857,neogyps errans
3137,campethera maculosa
10725,surnia ulula
2213,piezorina cinerea
10320,toxostoma rufum
10738,acanthis flammea
9041,sitta pygmaea
1602,treron chloropterus
1677,myzomela adolphinae
474,philemon novaeguineae
7429,corydon sumatranus
3580,malacopteron magnum
6317,corvus kubaryi
5843,ixos malaccensis
2468,symposiachrus boanensis
8283,ducula badia
10685,buteo lagopus
9000,tockus flavirostris
6995,acrocephalus griseldis
7658,phylloscopus schwarzi
9500,buteogallus urubitinga
1875,cisticola cinereolus
6194,puffinus nativitatis
7740,thalurania fannyi
1584,zosterops maderaspatanus
8965,ptilinopus regina
3,zosterops kirki
8482,anthochaera chrysoptera
6723,luscinia pectoralis
35,turnix novaecaledoniae
2877,onychognathus blythii
3878,lonchura vana
10851,linaria cannabina
5831,oriolus flavocinctus
6922,cercomela  familiaris
7184,coeligena lutetiae
10424,porphyrio melanotus
5292,elachura formosa
2365,myioborus brunniceps
6791,aegotheles savesi
421,pachycephala mentalis
4715,phylloscopus chloronotus
2589,poecilodryas brachyura
10571,oenanthe oenanthe
117,manu antiquus
2412,eremophila divaricata
9238,lonchura striata
4423,oreothraupis arremonops
761,anthus pseudosimilis
5534,accipiter collaris
9246,sterna antillarum browni
9991,cinclus mexicanus
6812,lamprolaima rhami
1946,synallaxis cinnamomea
3839,melithreptus affinis
2101,sylvietta brachyura
8552,pytilia melba
1136,sericornis papuensis
6086,lonchura stygia
9232,vireo griseus
3401,cranioleuca pallida
272,bensbach's bird of paradise
10097,chlidonias leucopterus
10928,harpia harpyja
10882,corvus corone
9109,drepanis pacifica
774,grallaricula cumanensis
10352,ara ambiguus
7111,elseyornis melanops
2958,rhynchotus maculicollis
4399,prioniturus mada
4282,calyptomena hosii
8145,melanerpes rubricapillus
405,zosterops leucophoeus
8517,prinia gracilis
373,coracina boyeri
3496,lanius validirostris
6609,merops oreobates
1505,acrocephalus nijoi
1004,macronus kelleyi
4567,philemon inornatus
2522,crithagra rufobrunneus
